IdRegistro,IdVariable,Valor
REG-0012023,2,7.58
REG-0012023,3,7.39
REG-0012023,14,9.04
REG-0012023,4,9.94
REG-0012023,5,1.56
REG-0012023,6,12.48
REG-0012023,7,1.98
REG-0012023,8,1.2
REG-0012023,9,0.28
REG-0012023,10,1.38
REG-0012023,11,0.56
REG-0012023,12,136.38
REG-0012023,13,0.48
REG-0012024,1,37.89
REG-0012024,2,10.82
REG-0012024,3,5.48
REG-0012024,14,7.76
REG-0012024,4,11.08
REG-0012024,5,1.88
REG-0012024,6,13.42
REG-0012024,7,0.96
REG-0012024,8,0.85
REG-0012024,9,0.38
REG-0012024,10,1.71
REG-0012024,11,1.08
REG-0012024,12,82.62
REG-0012024,13,0.59
REG-0012025,1,42.32
REG-0012025,2,9.22
REG-0012025,3,6.91
REG-0012025,14,8.45
REG-0012025,4,9.57
REG-0012025,5,1.66
REG-0012025,6,13.45
REG-0012025,7,1.74
REG-0012025,8,1.16
REG-0012025,9,0.21
REG-0012025,10,1.43
REG-0012025,11,0.59
REG-0012025,12,113.84
REG-0012025,13,0.56
REG-0012026,1,38.24
REG-0012026,2,10.69
REG-0012026,3,5.92
REG-0012026,14,7.85
REG-0012026,4,10.85
REG-0012026,5,1.91
REG-0012026,6,13.53
REG-0012026,7,1.33
REG-0012026,8,1.05
REG-0012026,9,0.33
REG-0012026,10,1.66
REG-0012026,11,1.04
REG-0012026,12,84.44
REG-0012026,13,0.62
REG-0012027,1,43.64
REG-0012027,2,8
REG-0012027,3,7.4
REG-0012027,14,8.97
REG-0012027,4,10.09
REG-0012027,5,1.41
REG-0012027,6,12.96
REG-0012027,7,2.03
REG-0012027,8,1.26
REG-0012027,9,0.27
REG-0012027,10,1.37
REG-0012027,11,0.6
REG-0012027,12,143.57
REG-0012027,13,0.4
REG-0012028,1,38.22
REG-0012028,2,10.94
REG-0012028,3,6.25
REG-0012028,14,8.2
REG-0012028,4,10.4
REG-0012028,5,1.98
REG-0012028,6,13.58
REG-0012028,7,1.37
REG-0012028,8,1.01
REG-0012028,9,0.3
REG-0012028,10,1.65
REG-0012028,11,0.94
REG-0012028,12,80.69
REG-0012028,13,0.63
REG-0012029,1,43.14
REG-0012029,2,8.62
REG-0012029,3,6.97
REG-0012029,14,8.66
REG-0012029,4,10.11
REG-0012029,5,1.61
REG-0012029,6,12.78
REG-0012029,7,1.97
REG-0012029,8,1.24
REG-0012029,9,0.25
REG-0012029,10,1.34
REG-0012029,11,0.62
REG-0012029,12,137.06
REG-0012029,13,0.42
REG-0012030,1,37.42
REG-0012030,2,11.07
REG-0012030,3,5.91
REG-0012030,14,7.91
REG-0012030,4,11.25
REG-0012030,5,1.94
REG-0012030,6,13.25
REG-0012030,7,1.34
REG-0012030,8,1.03
REG-0012030,9,0.32
REG-0012030,10,1.63
REG-0012030,11,1.15
REG-0012030,12,81.32
REG-0012030,13,0.63
REG-0012031,1,42.88
REG-0012031,2,9.2
REG-0012031,3,7.21
REG-0012031,14,8.83
REG-0012031,4,10.15
REG-0012031,5,1.54
REG-0012031,6,13.1
REG-0012031,7,2.04
REG-0012031,8,1.24
REG-0012031,9,0.25
REG-0012031,10,1.34
REG-0012031,11,0.59
REG-0012031,12,137.43
REG-0012031,13,0.52
REG-0012032,1,37.52
REG-0012032,2,11.03
REG-0012032,3,5.74
REG-0012032,14,7.75
REG-0012032,4,11.43
REG-0012032,5,2.02
REG-0012032,6,13.6
REG-0012032,7,1.47
REG-0012032,8,1.07
REG-0012032,9,0.35
REG-0012032,10,1.62
REG-0012032,11,1.18
REG-0012032,12,82.82
REG-0012032,13,0.63
REG-0012033,1,43.14
REG-0012033,2,8.82
REG-0012033,3,7.38
REG-0012033,14,8.96
REG-0012033,4,9.86
REG-0012033,5,1.53
REG-0012033,6,13.04
REG-0012033,7,1.97
REG-0012033,8,1.21
REG-0012033,9,0.21
REG-0012033,10,1.38
REG-0012033,11,0.57
REG-0012033,12,137.27
REG-0012033,13,0.5
REG-0012034,1,38.07
REG-0012034,2,10.94
REG-0012034,3,5.24
REG-0012034,14,7.44
REG-0012034,4,11.29
REG-0012034,5,2.07
REG-0012034,6,13.32
REG-0012034,7,1.31
REG-0012034,8,1.03
REG-0012034,9,0.34
REG-0012034,10,1.66
REG-0012034,11,1.15
REG-0012034,12,77.97
REG-0012034,13,0.62
REG-0012035,1,43.15
REG-0012035,2,8.6
REG-0012035,3,7.28
REG-0012035,14,8.85
REG-0012035,4,9.98
REG-0012035,5,1.44
REG-0012035,6,13.1
REG-0012035,7,1.95
REG-0012035,8,1.23
REG-0012035,9,0.23
REG-0012035,10,1.35
REG-0012035,11,0.6
REG-0012035,12,136.91
REG-0012035,13,0.48
REG-0012036,1,38.2
REG-0012036,2,11.04
REG-0012036,3,5.42
REG-0012036,14,7.47
REG-0012036,4,11.05
REG-0012036,5,1.99
REG-0012036,6,13.09
REG-0012036,7,1.37
REG-0012036,8,1.04
REG-0012036,9,0.28
REG-0012036,10,1.59
REG-0012036,11,1.08
REG-0012036,12,85.93
REG-0012036,13,0.63
REG-0012037,1,43.61
REG-0012037,2,8.24
REG-0012037,3,7.23
REG-0012037,14,8.82
REG-0012037,4,10.05
REG-0012037,5,1.42
REG-0012037,6,12.93
REG-0012037,7,2.08
REG-0012037,8,1.24
REG-0012037,9,0.21
REG-0012037,10,1.35
REG-0012037,11,0.6
REG-0012037,12,140.62
REG-0012037,13,0.42
REG-0012038,1,37.85
REG-0012038,2,10.69
REG-0012038,3,5.92
REG-0012038,14,7.94
REG-0012038,4,11.2
REG-0012038,5,1.99
REG-0012038,6,13.33
REG-0012038,7,1.44
REG-0012038,8,1.04
REG-0012038,9,0.36
REG-0012038,10,1.69
REG-0012038,11,1.09
REG-0012038,12,79.99
REG-0012038,13,0.52
REG-0012039,1,43.52
REG-0012039,2,8.17
REG-0012039,3,7.43
REG-0012039,14,8.9
REG-0012039,4,10.02
REG-0012039,5,1.52
REG-0012039,6,13
REG-0012039,7,2.15
REG-0012039,8,1.28
REG-0012039,9,0.21
REG-0012039,10,1.37
REG-0012039,11,0.56
REG-0012039,12,140.79
REG-0012039,13,0.46
REG-0012040,1,38.02
REG-0012040,2,10.82
REG-0012040,3,5.61
REG-0012040,14,7.63
REG-0012040,4,11.37
REG-0012040,5,2.01
REG-0012040,6,13.22
REG-0012040,7,1.36
REG-0012040,8,1.1
REG-0012040,9,0.38
REG-0012040,10,1.68
REG-0012040,11,1.11
REG-0012040,12,82.02
REG-0012040,13,0.56
REG-0012041,1,43.45
REG-0012041,2,8.35
REG-0012041,3,7.09
REG-0012041,14,8.8
REG-0012041,4,10.07
REG-0012041,5,1.45
REG-0012041,6,13.3
REG-0012041,7,2.05
REG-0012041,8,1.25
REG-0012041,9,0.22
REG-0012041,10,1.41
REG-0012041,11,0.58
REG-0012041,12,137.02
REG-0012041,13,0.5
REG-0012042,1,38.36
REG-0012042,2,10.89
REG-0012042,3,5.86
REG-0012042,14,7.87
REG-0012042,4,10.61
REG-0012042,5,2.08
REG-0012042,6,13.55
REG-0012042,7,1.37
REG-0012042,8,1.04
REG-0012042,9,0.26
REG-0012042,10,1.62
REG-0012042,11,0.95
REG-0012042,12,85.12
REG-0012042,13,0.57
REG-0012043,1,42.67
REG-0012043,2,9.86
REG-0012043,3,7.01
REG-0012043,14,8.58
REG-0012043,4,10.07
REG-0012043,5,1.49
REG-0012043,6,13.39
REG-0012043,7,1.84
REG-0012043,8,1.25
REG-0012043,9,0.23
REG-0012043,10,1.41
REG-0012043,11,0.62
REG-0012043,12,144.75
REG-0012043,13,0.57
REG-0012044,1,37.63
REG-0012044,2,10.94
REG-0012044,3,6.07
REG-0012044,14,7.97
REG-0012044,4,11.29
REG-0012044,5,2.02
REG-0012044,6,13.37
REG-0012044,7,1.38
REG-0012044,8,1.03
REG-0012044,9,0.34
REG-0012044,10,1.68
REG-0012044,11,1.18
REG-0012044,12,80.37
REG-0012044,13,0.56
REG-0012045,1,37.83
REG-0012045,2,10.6
REG-0012045,3,6.06
REG-0012045,14,8.04
REG-0012045,4,11.3
REG-0012045,5,1.98
REG-0012045,6,13.16
REG-0012045,7,1.29
REG-0012045,8,1
REG-0012045,9,0.31
REG-0012045,10,1.7
REG-0012045,11,1.16
REG-0012045,12,79.77
REG-0012045,13,0.56
REG-0012046,1,43.86
REG-0012046,2,7.31
REG-0012046,3,7.28
REG-0012046,14,8.89
REG-0012046,4,10.27
REG-0012046,5,1.46
REG-0012046,6,13.29
REG-0012046,7,1.96
REG-0012046,8,1.28
REG-0012046,9,0.27
REG-0012046,10,1.43
REG-0012046,11,0.66
REG-0012046,12,142.99
REG-0012046,13,0.43
REG-0012047,1,37.76
REG-0012047,2,11.02
REG-0012047,3,6.59
REG-0012047,14,8.35
REG-0012047,4,10.61
REG-0012047,5,1.97
REG-0012047,6,13.57
REG-0012047,7,1.32
REG-0012047,8,1.02
REG-0012047,9,0.32
REG-0012047,10,1.68
REG-0012047,11,0.99
REG-0012047,12,81.21
REG-0012047,13,0.58
REG-0012048,1,43.51
REG-0012048,2,8.15
REG-0012048,3,6.85
REG-0012048,14,8.64
REG-0012048,4,10.04
REG-0012048,5,1.35
REG-0012048,6,13.32
REG-0012048,7,2.07
REG-0012048,8,1.24
REG-0012048,9,0.23
REG-0012048,10,1.32
REG-0012048,11,0.69
REG-0012048,12,143.87
REG-0012048,13,0.48
REG-0012049,1,38.16
REG-0012049,2,11.2
REG-0012049,3,6.78
REG-0012049,14,8.64
REG-0012049,4,9.94
REG-0012049,5,1.95
REG-0012049,6,13.81
REG-0012049,7,1.32
REG-0012049,8,1
REG-0012049,9,0.27
REG-0012049,10,1.62
REG-0012049,11,0.81
REG-0012049,12,84.9
REG-0012049,13,0.59
REG-0012050,1,42.48
REG-0012050,2,10.1
REG-0012050,3,6.99
REG-0012050,14,8.7
REG-0012050,4,10.06
REG-0012050,5,1.46
REG-0012050,6,12.46
REG-0012050,7,2.01
REG-0012050,8,1.19
REG-0012050,9,0.22
REG-0012050,10,1.32
REG-0012050,11,0.66
REG-0012050,12,142.97
REG-0012050,13,0.53
REG-0012051,1,38.09
REG-0012051,2,10.92
REG-0012051,3,5.9
REG-0012051,14,7.77
REG-0012051,4,10.85
REG-0012051,5,2.02
REG-0012051,6,13.51
REG-0012051,7,1.36
REG-0012051,8,1.05
REG-0012051,9,0.35
REG-0012051,10,1.65
REG-0012051,11,1.06
REG-0012051,12,78.13
REG-0012051,13,0.58
REG-0012052,1,43.5
REG-0012052,2,8.6
REG-0012052,3,7.22
REG-0012052,14,8.72
REG-0012052,4,9.9
REG-0012052,5,1.36
REG-0012052,6,13.28
REG-0012052,7,1.98
REG-0012052,8,1.23
REG-0012052,9,0.2
REG-0012052,10,1.37
REG-0012052,11,0.63
REG-0012052,12,140.8
REG-0012052,13,0.57
REG-0012053,1,37.99
REG-0012053,2,10.95
REG-0012053,3,6.44
REG-0012053,14,8.34
REG-0012053,4,10.3
REG-0012053,5,2.02
REG-0012053,6,13.97
REG-0012053,7,1.33
REG-0012053,8,1.04
REG-0012053,9,0.29
REG-0012053,10,1.67
REG-0012053,11,0.92
REG-0012053,12,81.34
REG-0012053,13,0.63
REG-0012054,1,42.61
REG-0012054,2,10.11
REG-0012054,3,7.08
REG-0012054,14,8.67
REG-0012054,4,9.89
REG-0012054,5,1.52
REG-0012054,6,12.7
REG-0012054,7,1.91
REG-0012054,8,1.19
REG-0012054,9,0.21
REG-0012054,10,1.36
REG-0012054,11,0.62
REG-0012054,12,144.89
REG-0012054,13,0.59
REG-0012055,1,38.39
REG-0012055,2,10.91
REG-0012055,3,6.16
REG-0012055,14,8
REG-0012055,4,10.63
REG-0012055,5,2.14
REG-0012055,6,13.13
REG-0012055,7,1.42
REG-0012055,8,1.05
REG-0012055,9,0.32
REG-0012055,10,1.68
REG-0012055,11,0.9
REG-0012055,12,84.95
REG-0012055,13,0.63
REG-0012056,1,42.42
REG-0012056,2,10.16
REG-0012056,3,7.14
REG-0012056,14,8.65
REG-0012056,4,10.07
REG-0012056,5,1.53
REG-0012056,6,12.91
REG-0012056,7,1.98
REG-0012056,8,1.21
REG-0012056,9,0.23
REG-0012056,10,1.4
REG-0012056,11,0.62
REG-0012056,12,143.06
REG-0012056,13,0.6
REG-0012057,1,38.32
REG-0012057,2,11.15
REG-0012057,3,6.28
REG-0012057,14,8.24
REG-0012057,4,9.86
REG-0012057,5,2.07
REG-0012057,6,13.64
REG-0012057,7,1.4
REG-0012057,8,1.05
REG-0012057,9,0.29
REG-0012057,10,1.62
REG-0012057,11,0.77
REG-0012057,12,84.65
REG-0012057,13,0.63
REG-0012058,1,42.77
REG-0012058,2,10.54
REG-0012058,3,7.04
REG-0012058,14,8.44
REG-0012058,4,10.07
REG-0012058,5,1.58
REG-0012058,6,12.45
REG-0012058,7,1.98
REG-0012058,8,1.22
REG-0012058,9,0.2
REG-0012058,10,1.38
REG-0012058,11,0.61
REG-0012058,12,142.42
REG-0012058,13,0.62
REG-0012059,1,38.85
REG-0012059,2,10.92
REG-0012059,3,6.1
REG-0012059,14,8
REG-0012059,4,10.11
REG-0012059,5,2.08
REG-0012059,6,13.29
REG-0012059,7,1.28
REG-0012059,8,1.05
REG-0012059,9,0.32
REG-0012059,10,1.65
REG-0012059,11,0.81
REG-0012059,12,84.46
REG-0012059,13,0.63
REG-0012060,1,42.67
REG-0012060,2,10.31
REG-0012060,3,6.75
REG-0012060,14,8.19
REG-0012060,4,10.04
REG-0012060,5,1.66
REG-0012060,6,12.59
REG-0012060,7,1.97
REG-0012060,8,1.22
REG-0012060,9,0.23
REG-0012060,10,1.4
REG-0012060,11,0.58
REG-0012060,12,140.37
REG-0012060,13,0.61
REG-0012061,1,38.2
REG-0012061,2,11.39
REG-0012061,3,5.77
REG-0012061,14,7.77
REG-0012061,4,10.28
REG-0012061,5,2.09
REG-0012061,6,13.67
REG-0012061,7,1.34
REG-0012061,8,1.06
REG-0012061,9,0.32
REG-0012061,10,1.65
REG-0012061,11,0.87
REG-0012061,12,80.12
REG-0012061,13,0.63
REG-0012062,1,42.74
REG-0012062,2,10.3
REG-0012062,3,6.74
REG-0012062,14,8.35
REG-0012062,4,9.96
REG-0012062,5,1.48
REG-0012062,6,12.67
REG-0012062,7,1.94
REG-0012062,8,1.22
REG-0012062,9,0.22
REG-0012062,10,1.36
REG-0012062,11,0.6
REG-0012062,12,139.16
REG-0012062,13,0.6
REG-0012063,1,38.25
REG-0012063,2,11.29
REG-0012063,3,5.77
REG-0012063,14,7.81
REG-0012063,4,10.47
REG-0012063,5,2.07
REG-0012063,6,13.25
REG-0012063,7,1.33
REG-0012063,8,1.03
REG-0012063,9,0.31
REG-0012063,10,1.61
REG-0012063,11,0.94
REG-0012063,12,85.57
REG-0012063,13,0.63
REG-0012064,1,43.03
REG-0012064,2,9.83
REG-0012064,3,6.9
REG-0012064,14,8.49
REG-0012064,4,10.06
REG-0012064,5,1.51
REG-0012064,6,12.67
REG-0012064,7,1.98
REG-0012064,8,1.23
REG-0012064,9,0.22
REG-0012064,10,1.39
REG-0012064,11,0.6
REG-0012064,12,136.74
REG-0012064,13,0.58
REG-0012065,1,38.26
REG-0012065,2,10.95
REG-0012065,3,6.19
REG-0012065,14,8.25
REG-0012065,4,10.21
REG-0012065,5,2.03
REG-0012065,6,13.46
REG-0012065,7,1.35
REG-0012065,8,1.01
REG-0012065,9,0.3
REG-0012065,10,1.64
REG-0012065,11,0.87
REG-0012065,12,82.15
REG-0012065,13,0.63
REG-0012066,1,42.82
REG-0012066,2,9.64
REG-0012066,3,7.03
REG-0012066,14,8.65
REG-0012066,4,10.15
REG-0012066,5,1.47
REG-0012066,6,12.84
REG-0012066,7,1.98
REG-0012066,8,1.21
REG-0012066,9,0.23
REG-0012066,10,1.38
REG-0012066,11,0.62
REG-0012066,12,140.55
REG-0012066,13,0.56
REG-0012067,1,43.27
REG-0012067,2,9.81
REG-0012067,3,7.1
REG-0012067,14,8.55
REG-0012067,4,9.81
REG-0012067,5,1.55
REG-0012067,6,12.73
REG-0012067,7,1.95
REG-0012067,8,1.18
REG-0012067,9,0.2
REG-0012067,10,1.4
REG-0012067,11,0.53
REG-0012067,12,136.56
REG-0012067,13,0.56
REG-0012068,1,42.94
REG-0012068,2,9.94
REG-0012068,3,6.95
REG-0012068,14,8.52
REG-0012068,4,10
REG-0012068,5,1.52
REG-0012068,6,12.45
REG-0012068,7,2.02
REG-0012068,8,1.19
REG-0012068,9,0.21
REG-0012068,10,1.33
REG-0012068,11,0.59
REG-0012068,12,138.06
REG-0012068,13,0.59
REG-0012069,1,40.51
REG-0012069,2,10.28
REG-0012069,3,5.02
REG-0012069,14,6.94
REG-0012069,4,10.59
REG-0012069,5,2.21
REG-0012069,6,12.02
REG-0012069,7,1.56
REG-0012069,8,1.09
REG-0012069,9,0.31
REG-0012069,10,1.59
REG-0012069,11,0.85
REG-0012069,12,98.81
REG-0012069,13,0.59
REG-0012070,1,42.84
REG-0012070,2,10.08
REG-0012070,3,7.1
REG-0012070,14,8.6
REG-0012070,4,9.98
REG-0012070,5,1.49
REG-0012070,6,12.64
REG-0012070,7,2.01
REG-0012070,8,1.18
REG-0012070,9,0.2
REG-0012070,10,1.35
REG-0012070,11,0.6
REG-0012070,12,139.22
REG-0012070,13,0.58
REG-0012071,1,40.13
REG-0012071,2,10.77
REG-0012071,3,5.61
REG-0012071,14,7.45
REG-0012071,4,10.26
REG-0012071,5,2.32
REG-0012071,6,12.15
REG-0012071,7,1.51
REG-0012071,8,1.11
REG-0012071,9,0.38
REG-0012071,10,1.6
REG-0012071,11,0.74
REG-0012071,12,96.91
REG-0012071,13,0.6
REG-0012072,1,42.44
REG-0012072,2,10.22
REG-0012072,3,7.28
REG-0012072,14,8.79
REG-0012072,4,10.25
REG-0012072,5,1.41
REG-0012072,6,12.72
REG-0012072,7,2.07
REG-0012072,8,1.19
REG-0012072,9,0.2
REG-0012072,10,1.38
REG-0012072,11,0.64
REG-0012072,12,137.78
REG-0012072,13,0.59
REG-0012073,1,40.45
REG-0012073,2,9.3
REG-0012073,3,5.5
REG-0012073,14,7.53
REG-0012073,4,10.55
REG-0012073,5,2.17
REG-0012073,6,12.47
REG-0012073,7,1.53
REG-0012073,8,1.09
REG-0012073,9,0.32
REG-0012073,10,1.63
REG-0012073,11,0.85
REG-0012073,12,91.08
REG-0012073,13,0.58
REG-0012074,1,42.81
REG-0012074,2,9.99
REG-0012074,3,7.11
REG-0012074,14,8.63
REG-0012074,4,10.04
REG-0012074,5,1.51
REG-0012074,6,12.49
REG-0012074,7,2.05
REG-0012074,8,1.18
REG-0012074,9,0.21
REG-0012074,10,1.36
REG-0012074,11,0.6
REG-0012074,12,139.36
REG-0012074,13,0.58
REG-0012075,1,39.86
REG-0012075,2,11.56
REG-0012075,3,5.31
REG-0012075,14,7.27
REG-0012075,4,10.68
REG-0012075,5,2.34
REG-0012075,6,11.04
REG-0012075,7,1.55
REG-0012075,8,1.1
REG-0012075,9,0.32
REG-0012075,10,1.54
REG-0012075,11,0.82
REG-0012075,12,98.2
REG-0012075,13,0.63
REG-0012076,1,42.95
REG-0012076,2,9.83
REG-0012076,3,7.77
REG-0012076,14,9.37
REG-0012076,4,10.79
REG-0012076,5,1.26
REG-0012076,6,12.74
REG-0012076,7,2.1
REG-0012076,8,1.24
REG-0012076,9,0.22
REG-0012076,10,1.36
REG-0012076,11,0.74
REG-0012076,12,151.65
REG-0012076,13,0.56
REG-0012077,1,40.42
REG-0012077,2,10.74
REG-0012077,3,5.83
REG-0012077,14,7.59
REG-0012077,4,10.63
REG-0012077,5,2.34
REG-0012077,6,10.87
REG-0012077,7,1.64
REG-0012077,8,1.09
REG-0012077,9,0.35
REG-0012077,10,1.6
